img, IoU_img, TP, FP, FN, TN, accuracy, precision, recall, F1, TPR, FPR
batch_11/000091.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_11/000092.jpg,0.298,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_11/000093.jpg,0.898,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_11/000094.jpg,0.563,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_11/000095.jpg,0.019,5,0,3,2,0.7,1.0,0.625,0.769,0.625,0.0,
batch_11/000096.jpg,0.262,1,0,3,2,0.5,1.0,0.25,0.4,0.25,0.0,
batch_11/000097.jpg,0.423,5,2,7,4,0.5,0.714,0.417,0.526,0.417,0.333,
batch_11/000098.jpg,0.809,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_11/000099.jpg,0.182,1,0,1,1,0.667,1.0,0.5,0.667,0.5,0.0,
batch_12/000000.jpg,0.818,2,3,4,2,0.364,0.4,0.333,0.364,0.333,0.6,
batch_12/000001.jpg,0.822,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,
batch_12/000002.jpg,0.657,1,2,0,4,0.714,0.333,1.0,0.5,1.0,0.333,
batch_12/000003.jpg,0.038,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000004.jpg,0.533,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000005.jpg,0.43,0,7,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000006.jpg,0.336,1,2,0,10,0.846,0.333,1.0,0.5,1.0,0.167,
batch_12/000007.jpg,0.321,1,4,1,2,0.375,0.2,0.5,0.286,0.5,0.667,
batch_12/000008.jpg,0.44,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000009.jpg,0.164,2,2,1,1,0.5,0.5,0.667,0.571,0.667,0.667,
batch_12/000010.jpg,0.27,0,4,5,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000011.jpg,0.379,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000012.jpg,0.23,0,10,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000013.jpg,0.486,2,4,0,3,0.556,0.333,1.0,0.5,1.0,0.571,
batch_12/000014.jpg,0.941,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,
batch_12/000015.jpg,0.935,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000016.jpg,0.96,1,1,0,2,0.75,0.5,1.0,0.667,1.0,0.333,
batch_12/000017.jpg,0.581,3,3,0,5,0.727,0.5,1.0,0.667,1.0,0.375,
batch_12/000018.jpg,0.542,1,3,0,1,0.4,0.25,1.0,0.4,1.0,0.75,
batch_12/000019.jpg,0.605,0,1,8,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000020.jpg,0.874,1,4,2,1,0.25,0.2,0.333,0.25,0.333,0.8,
batch_12/000021.jpg,0.904,1,3,1,1,0.333,0.25,0.5,0.333,0.5,0.75,
batch_12/000022.jpg,0.31,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_12/000023.jpg,0.196,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000024.jpg,0.181,1,1,24,6,0.219,0.5,0.04,0.074,0.04,0.143,
batch_12/000025.jpg,0.833,2,1,25,3,0.161,0.667,0.074,0.133,0.074,0.25,
batch_12/000026.jpg,0.386,0,1,24,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000027.jpg,0.596,1,3,2,1,0.286,0.25,0.333,0.286,0.333,0.75,
batch_12/000028.jpg,0.272,7,1,3,1,0.667,0.875,0.7,0.778,0.7,0.5,
batch_12/000029.jpg,0.287,0,4,8,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000030.jpg,0.02,1,0,4,1,0.333,1.0,0.2,0.333,0.2,0.0,
batch_12/000031.jpg,0.257,6,4,4,2,0.5,0.6,0.6,0.6,0.6,0.667,
batch_12/000032.jpg,0.459,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000033.jpg,0.403,3,2,4,4,0.538,0.6,0.429,0.5,0.429,0.333,
batch_12/000034.jpg,0.635,2,1,5,1,0.333,0.667,0.286,0.4,0.286,0.5,
batch_12/000035.jpg,0.075,1,5,3,2,0.273,0.167,0.25,0.2,0.25,0.714,
batch_12/000036.jpg,0.879,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000037.jpg,0.56,5,3,0,3,0.727,0.625,1.0,0.769,1.0,0.5,
batch_12/000038.jpg,0.002,2,21,4,9,0.306,0.087,0.333,0.138,0.333,0.7,
batch_12/000039.jpg,0.317,0,2,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000040.jpg,0.568,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000041.jpg,0.969,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000042.jpg,0.946,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000043.jpg,0.763,0,1,8,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000044.jpg,0.705,1,3,0,1,0.4,0.25,1.0,0.4,1.0,0.75,
batch_12/000045.jpg,0.063,0,11,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000046.jpg,0.333,4,1,5,2,0.5,0.8,0.444,0.571,0.444,0.333,
batch_12/000047.jpg,0.073,5,9,6,3,0.348,0.357,0.455,0.4,0.455,0.75,
batch_12/000048.jpg,0,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000049.jpg,0.566,2,2,0,2,0.667,0.5,1.0,0.667,1.0,0.5,
batch_12/000050.jpg,0.127,1,0,15,1,0.118,1.0,0.062,0.118,0.062,0.0,
batch_12/000051.jpg,0.072,1,7,16,16,0.425,0.125,0.059,0.08,0.059,0.304,
batch_12/000052.jpg,0.899,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_12/000053.jpg,0.355,1,5,0,5,0.545,0.167,1.0,0.286,1.0,0.5,
batch_12/000054.jpg,0.792,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000055.jpg,0.416,1,3,2,1,0.286,0.25,0.333,0.286,0.333,0.75,
batch_12/000056.jpg,0.205,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000057.jpg,0.838,4,2,5,2,0.462,0.667,0.444,0.533,0.444,0.5,
batch_12/000058.jpg,0.042,3,0,4,1,0.5,1.0,0.429,0.6,0.429,0.0,
batch_12/000059.jpg,0.422,1,2,5,1,0.222,0.333,0.167,0.222,0.167,0.667,
batch_12/000060.jpg,0.113,0,7,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000061.jpg,0.512,4,4,34,1,0.116,0.5,0.105,0.174,0.105,0.8,
batch_12/000062.jpg,0.658,0,0,37,0,0.0,0,0.0,0,0.0,0,
batch_12/000063.jpg,0.252,0,6,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000064.jpg,0.094,0,6,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000065.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000066.jpg,0.292,3,1,1,13,0.889,0.75,0.75,0.75,0.75,0.071,
batch_12/000067.jpg,0.806,2,4,0,1,0.429,0.333,1.0,0.5,1.0,0.8,
batch_12/000068.jpg,0.301,1,8,0,3,0.333,0.111,1.0,0.2,1.0,0.727,
batch_12/000069.jpg,0.405,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,
batch_12/000070.jpg,0.355,0,10,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000071.jpg,0.093,1,5,0,3,0.444,0.167,1.0,0.286,1.0,0.625,
batch_12/000072.jpg,0.096,1,1,0,3,0.8,0.5,1.0,0.667,1.0,0.25,
batch_12/000073.jpg,0.008,0,14,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000074.jpg,0.367,0,4,9,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000075.jpg,0.047,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000076.jpg,0.229,1,1,0,7,0.889,0.5,1.0,0.667,1.0,0.125,
batch_12/000077.jpg,0.688,2,2,0,1,0.6,0.5,1.0,0.667,1.0,0.667,
batch_12/000078.jpg,0.796,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000079.jpg,0.929,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000080.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000081.jpg,0.543,0,8,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000082.jpg,0.363,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000083.jpg,0.117,0,6,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000084.jpg,0.359,3,0,7,3,0.462,1.0,0.3,0.462,0.3,0.0,
batch_12/000085.jpg,0.27,0,7,12,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000086.jpg,0.421,2,3,2,3,0.5,0.4,0.5,0.444,0.5,0.5,
batch_12/000087.jpg,0.525,0,4,5,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000088.jpg,0.634,5,2,10,1,0.333,0.714,0.333,0.455,0.333,0.667,
batch_12/000089.jpg,0.504,2,8,4,5,0.368,0.2,0.333,0.25,0.333,0.615,
batch_12/000090.jpg,0.863,0,5,6,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000091.jpg,0.554,2,7,9,2,0.2,0.222,0.182,0.2,0.182,0.778,
batch_12/000092.jpg,0.408,1,1,2,2,0.5,0.5,0.333,0.4,0.333,0.333,
batch_12/000093.jpg,0.621,0,2,5,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000094.jpg,0.507,3,0,1,2,0.833,1.0,0.75,0.857,0.75,0.0,
batch_12/000095.jpg,0.055,1,0,2,3,0.667,1.0,0.333,0.5,0.333,0.0,
batch_12/000096.jpg,0.542,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_12/000097.jpg,0.884,0,3,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_12/000098.jpg,0.716,1,1,0,4,0.833,0.5,1.0,0.667,1.0,0.2,
batch_12/000099.jpg,0.329,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000000.jpg,0.136,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000001.jpg,0.254,1,0,0,2,1.0,1.0,1.0,1.0,1.0,0.0,
batch_13/000002.jpg,0.487,1,4,0,2,0.429,0.2,1.0,0.333,1.0,0.667,
batch_13/000003.jpg,0.648,4,3,0,1,0.625,0.571,1.0,0.727,1.0,0.75,
batch_13/000004.jpg,0.146,2,2,1,9,0.786,0.5,0.667,0.571,0.667,0.182,
batch_13/000005.jpg,0.082,2,21,3,1,0.111,0.087,0.4,0.143,0.4,0.955,
batch_13/000006.jpg,0.168,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000007.jpg,0.297,1,3,1,2,0.429,0.25,0.5,0.333,0.5,0.6,
batch_13/000008.jpg,0.71,2,0,2,2,0.667,1.0,0.5,0.667,0.5,0.0,
batch_13/000009.jpg,0.707,0,0,6,0,0.0,0,0.0,0,0.0,0,
batch_13/000010.jpg,0.524,2,9,2,1,0.214,0.182,0.5,0.267,0.5,0.9,
batch_13/000011.jpg,0.182,1,1,0,5,0.857,0.5,1.0,0.667,1.0,0.167,
batch_13/000012.jpg,0.431,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000013.jpg,0.293,5,3,2,2,0.583,0.625,0.714,0.667,0.714,0.6,
batch_13/000014.jpg,0.666,5,2,2,1,0.6,0.714,0.714,0.714,0.714,0.667,
batch_13/000015.jpg,0.396,3,7,2,3,0.4,0.3,0.6,0.4,0.6,0.7,
batch_13/000016.jpg,0.918,3,0,0,3,1.0,1.0,1.0,1.0,1.0,0.0,
batch_13/000017.jpg,0.334,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000018.jpg,0.676,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000019.jpg,0.563,3,2,5,1,0.364,0.6,0.375,0.462,0.375,0.667,
batch_13/000020.jpg,0.73,0,4,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000021.jpg,0.469,1,2,0,4,0.714,0.333,1.0,0.5,1.0,0.333,
batch_13/000022.jpg,0.493,4,1,4,2,0.545,0.8,0.5,0.615,0.5,0.333,
batch_13/000023.jpg,0.504,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_13/000024.jpg,0.425,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000025.jpg,0.218,26,8,11,1,0.587,0.765,0.703,0.732,0.703,0.889,
batch_13/000026.jpg,0.271,3,8,0,1,0.333,0.273,1.0,0.429,1.0,0.889,
batch_13/000027.jpg,0.817,1,5,1,1,0.25,0.167,0.5,0.25,0.5,0.833,
batch_13/000028.jpg,0.723,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000029.jpg,0.903,1,6,0,1,0.25,0.143,1.0,0.25,1.0,0.857,
batch_13/000030.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000031.jpg,0,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000032.jpg,0.609,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000033.jpg,0.371,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000034.jpg,0.927,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_13/000035.jpg,0.459,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000036.jpg,0.559,0,1,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000037.jpg,0.19,1,0,0,3,1.0,1.0,1.0,1.0,1.0,0.0,
batch_13/000038.jpg,0.253,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000039.jpg,0.43,1,0,1,1,0.667,1.0,0.5,0.667,0.5,0.0,
batch_13/000040.jpg,0.807,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_13/000041.jpg,0.917,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000042.jpg,0.915,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000043.jpg,0.438,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000044.jpg,0.628,2,0,1,2,0.8,1.0,0.667,0.8,0.667,0.0,
batch_13/000045.jpg,0.188,2,7,2,4,0.4,0.222,0.5,0.308,0.5,0.636,
batch_13/000046.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000047.jpg,0.756,2,2,0,3,0.714,0.5,1.0,0.667,1.0,0.4,
batch_13/000048.jpg,0.173,0,6,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000049.jpg,0.141,1,1,2,1,0.4,0.5,0.333,0.4,0.333,0.5,
batch_13/000050.jpg,0.595,1,1,1,2,0.6,0.5,0.5,0.5,0.5,0.333,
batch_13/000051.jpg,0.162,0,7,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000052.jpg,0.386,0,3,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000053.jpg,0,0,2,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000054.jpg,0.723,15,7,5,3,0.6,0.682,0.75,0.714,0.75,0.7,
batch_13/000055.jpg,0.643,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000056.jpg,0.506,0,2,8,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000057.jpg,0.572,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000058.jpg,0.087,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000059.jpg,0.681,9,6,2,8,0.68,0.6,0.818,0.692,0.818,0.429,
batch_13/000060.jpg,0.301,1,4,0,3,0.5,0.2,1.0,0.333,1.0,0.571,
batch_13/000061.jpg,0.013,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000062.jpg,0.227,1,5,0,1,0.286,0.167,1.0,0.286,1.0,0.833,
batch_13/000063.jpg,0.677,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_13/000064.jpg,0.158,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000065.jpg,0.204,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000066.jpg,0.638,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000067.jpg,0.452,1,2,0,3,0.667,0.333,1.0,0.5,1.0,0.4,
batch_13/000068.jpg,0.133,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000069.jpg,0.366,1,2,0,7,0.8,0.333,1.0,0.5,1.0,0.222,
batch_13/000070.jpg,0.619,0,6,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000071.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000072.jpg,0.033,0,6,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000073.jpg,0.535,1,2,0,2,0.6,0.333,1.0,0.5,1.0,0.5,
batch_13/000074.jpg,0.065,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000075.jpg,0.511,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000076.jpg,0.809,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000077.jpg,0.245,1,6,0,1,0.25,0.143,1.0,0.25,1.0,0.857,
batch_13/000078.jpg,0.571,0,3,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000079.jpg,0.887,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_13/000080.jpg,0.933,2,2,0,1,0.6,0.5,1.0,0.667,1.0,0.667,
batch_13/000081.jpg,0.956,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_13/000082.jpg,0.684,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000083.jpg,0.018,0,0,4,0,0.0,0,0.0,0,0.0,0,
batch_13/000084.jpg,0.529,9,9,0,1,0.526,0.5,1.0,0.667,1.0,0.9,
batch_13/000085.jpg,0.742,0,6,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000086.jpg,0.294,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000087.jpg,0.618,0,3,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000088.jpg,0.362,1,10,0,2,0.231,0.091,1.0,0.167,1.0,0.833,
batch_13/000089.jpg,0,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000090.jpg,0.748,2,2,0,3,0.714,0.5,1.0,0.667,1.0,0.4,
batch_13/000091.jpg,0.46,0,7,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000092.jpg,0.861,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000093.jpg,0.384,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000094.jpg,0.918,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000095.jpg,0.711,0,0,3,0,0.0,0,0.0,0,0.0,0,
batch_13/000096.jpg,0.006,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000097.jpg,0.786,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000098.jpg,0.343,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_13/000099.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000000.jpg,0.432,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000001.jpg,0.94,1,3,0,1,0.4,0.25,1.0,0.4,1.0,0.75,
batch_14/000002.jpg,0.908,0,0,2,0,0.0,0,0.0,0,0.0,0,
batch_14/000003.jpg,0,0,3,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000004.jpg,0.398,0,8,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000005.jpg,0.746,1,1,0,3,0.8,0.5,1.0,0.667,1.0,0.25,
batch_14/000006.jpg,0.503,2,2,0,8,0.833,0.5,1.0,0.667,1.0,0.2,
batch_14/000007.jpg,0.469,2,7,0,1,0.3,0.222,1.0,0.364,1.0,0.875,
batch_14/000008.jpg,0.898,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,
batch_14/000009.jpg,0.437,1,6,1,5,0.462,0.143,0.5,0.222,0.5,0.545,
batch_14/000010.jpg,0.405,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000011.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000012.jpg,0.03,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000013.jpg,0.769,1,4,1,2,0.375,0.2,0.5,0.286,0.5,0.667,
batch_14/000014.jpg,0.327,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000015.jpg,0.152,2,0,1,5,0.875,1.0,0.667,0.8,0.667,0.0,
batch_14/000016.jpg,0.024,1,2,0,1,0.5,0.333,1.0,0.5,1.0,0.667,
batch_14/000017.jpg,0.946,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000018.jpg,0.079,0,16,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000019.jpg,0.245,1,8,1,9,0.526,0.111,0.5,0.182,0.5,0.471,
batch_14/000020.jpg,0.396,1,10,0,1,0.167,0.091,1.0,0.167,1.0,0.909,
batch_14/000021.jpg,0.925,0,3,4,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000022.jpg,0.145,1,2,4,2,0.333,0.333,0.2,0.25,0.2,0.5,
batch_14/000023.jpg,0.67,1,1,1,2,0.6,0.5,0.5,0.5,0.5,0.333,
batch_14/000024.jpg,0.953,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_14/000025.jpg,0.124,1,18,1,1,0.095,0.053,0.5,0.095,0.5,0.947,
batch_14/000026.jpg,0.127,0,11,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000027.jpg,0,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000028.jpg,0.929,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000029.jpg,0.925,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_14/000030.jpg,0.936,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000031.jpg,0.237,1,4,0,1,0.333,0.2,1.0,0.333,1.0,0.8,
batch_14/000032.jpg,0.615,0,2,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000033.jpg,0.177,1,3,0,2,0.5,0.25,1.0,0.4,1.0,0.6,
batch_14/000034.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000035.jpg,0.018,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000036.jpg,0.108,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,
batch_14/000037.jpg,0.695,1,0,2,1,0.5,1.0,0.333,0.5,0.333,0.0,
batch_14/000038.jpg,0.174,1,4,0,1,0.333,0.2,1.0,0.333,1.0,0.8,
batch_14/000039.jpg,0.358,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000040.jpg,0.698,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_14/000041.jpg,0.914,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_14/000042.jpg,0.878,0,3,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000043.jpg,0.931,0,0,3,0,0.0,0,0.0,0,0.0,0,
batch_14/000044.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000045.jpg,0.003,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000046.jpg,0.902,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000047.jpg,0.293,0,3,4,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000048.jpg,0.474,1,5,1,1,0.25,0.167,0.5,0.25,0.5,0.833,
batch_14/000049.jpg,0.049,1,16,0,2,0.158,0.059,1.0,0.111,1.0,0.889,
batch_14/000050.jpg,0.335,1,7,0,5,0.462,0.125,1.0,0.222,1.0,0.583,
batch_14/000051.jpg,0.949,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_14/000052.jpg,0.332,2,0,0,3,1.0,1.0,1.0,1.0,1.0,0.0,
batch_14/000053.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000054.jpg,0.603,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000055.jpg,0.527,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000056.jpg,0.927,1,3,0,3,0.571,0.25,1.0,0.4,1.0,0.5,
batch_14/000057.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000058.jpg,0.223,1,1,0,3,0.8,0.5,1.0,0.667,1.0,0.25,
batch_14/000059.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000060.jpg,0.845,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000061.jpg,0.904,0,0,1,0,0.0,0,0.0,0,0.0,0,
batch_14/000062.jpg,0.211,0,4,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000063.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000064.jpg,0.752,0,5,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000065.jpg,0.822,0,3,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000066.jpg,0,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000067.jpg,0.641,0,5,3,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000068.jpg,0.611,0,2,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000069.jpg,0.598,1,3,1,2,0.429,0.25,0.5,0.333,0.5,0.6,
batch_14/000070.jpg,0.514,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000071.jpg,0,0,1,2,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000072.jpg,0.928,1,3,0,1,0.4,0.25,1.0,0.4,1.0,0.75,
batch_14/000073.jpg,0.473,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000074.jpg,0.551,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000075.jpg,0.979,1,1,0,1,0.667,0.5,1.0,0.667,1.0,0.5,
batch_14/000076.jpg,0.739,1,3,0,2,0.5,0.25,1.0,0.4,1.0,0.6,
batch_14/000077.jpg,0.797,2,2,0,1,0.6,0.5,1.0,0.667,1.0,0.667,
batch_14/000078.jpg,0.931,0,1,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000079.jpg,0.833,3,6,1,4,0.5,0.333,0.75,0.462,0.75,0.6,
batch_14/000080.jpg,0.171,0,4,1,0,0.0,0.0,0.0,0,0.0,1.0,
batch_14/000081.jpg,0.253,6,3,0,18,0.889,0.667,1.0,0.8,1.0,0.143,
batch_14/000082.jpg,0.434,1,5,0,2,0.375,0.167,1.0,0.286,1.0,0.714,
batch_14/000083.jpg,0,1,0,1,2,0.75,1.0,0.5,0.667,0.5,0.0,
